,time,method,current,voltage,accumulated reward
18,0.018000000000000002,hybrid_hardtanh,4.776334223193667,47.77254849564206,-212.7902104352723
19,0.019,hybrid_hardtanh,4.789048110970697,47.775020105381444,-213.01519032989086
20,0.02,hybrid_hardtanh,4.775766744249693,47.77720840851502,-213.23798192137582
21,0.021,hybrid_hardtanh,4.7769211564384175,47.776589818975765,-213.46139210240005
22,0.022,hybrid_hardtanh,4.777958505002185,47.776492807944386,-213.68489929445568
23,0.023,hybrid_hardtanh,4.777682797927941,47.776569575232024,-213.90832971922364
24,0.024,hybrid_hardtanh,4.777616781236644,47.77656623290619,-214.13176348631745
25,0.025,hybrid_hardtanh,4.777662398412702,47.77655863344049,-214.35520485287697
26,0.026000000000000002,hybrid_hardtanh,4.7776544718036975,47.776559779070354,-214.57864507380663
27,0.027,hybrid_hardtanh,4.777662098117614,47.77656083174623,-214.8020842420604
28,0.028,hybrid_hardtanh,4.777657780943354,47.77656256243795,-215.02552167962244
29,0.029,hybrid_hardtanh,4.777646644251889,47.77656072115739,-215.24896095846506
30,0.03,hybrid_hardtanh,4.7776633295571065,47.77656026033358,-215.47240069813148
31,0.031,hybrid_hardtanh,4.777645997375175,47.77655961688213,-215.69584108124934
32,0.032,hybrid_hardtanh,4.777663132385334,47.776559016387985,-215.91928206486136
33,0.033,hybrid_hardtanh,4.777657193599463,47.776560926860014,-216.14272113800135
34,0.034,hybrid_hardtanh,4.7776554369644435,47.776561024205066,-216.3661601137963
35,0.035,hybrid_hardtanh,4.7776581641468,47.77656134346479,-216.58959877033152
36,0.036000000000000004,hybrid_hardtanh,4.777656177354896,47.77656180719188,-216.81303696313964
37,0.037,hybrid_hardtanh,4.777656375998891,47.77656185077512,-217.0364751123645
38,0.038,hybrid_hardtanh,4.7776587286929475,47.77656247096936,-217.25991264139515
39,0.039,hybrid_hardtanh,4.777647545866226,47.77656105047449,-217.48335159092065
40,0.04,hybrid_hardtanh,4.777664038043885,47.77656093730651,-217.70679065361412
41,0.041,hybrid_hardtanh,4.777650776626283,47.77656150686397,-217.93022914675015
42,0.042,hybrid_hardtanh,4.777660277524664,47.77656124190646,-218.1536679048437
43,0.043000000000000003,hybrid_hardtanh,4.77765596493301,47.77656213463776,-218.37710577020596
44,0.044,hybrid_hardtanh,4.777651691460936,47.77656105239189,-218.60054471781407
45,0.045,hybrid_hardtanh,4.777661279086793,47.776561239909775,-218.8239834779043
46,0.046,hybrid_hardtanh,4.777659070021606,47.77656306169902,-219.04742041620528
47,0.047,hybrid_hardtanh,4.777647647019024,47.77656171388343,-219.27085870232185
48,0.048,hybrid_hardtanh,4.777663892968696,47.77656156050212,-219.49429714181974
49,0.049,hybrid_hardtanh,4.777643861598043,47.776560499559494,-219.71773664226026
50,0.05,hybrid_hardtanh,4.777660858059521,47.77655886526452,-219.94117777699574
